datetime,date,hour,interval_start,A3_MW,A4_MW,A5_MW,B1_MW,B2_MW,total_generation_mw,co,no2,o3,pm10,pm25,so2,temperature_2m (°C),rain (mm),snowfall (cm),relative_humidity_2m (%),wind_direction_10m (°),wind_speed_10m (km/h),gap_duration
2025-11-08 01:00:00,2025-11-08,1,2025-11-08 00:00:00,0.0,112.64,124.784,0.0,240.0,477.424,816.23,23.907,0.769,26.099,24.489,32.652,7.4,0.0,0.0,97,48,5.6,0 days 04:00:00
2025-11-08 09:00:00,2025-11-08,9,2025-11-08 08:00:00,0.0,112.464,130.24,189.2,188.4,620.304,561.28,9.467,44.621,4.109,3.675,33.5,11.3,0.1,0.0,88,147,20.3,0 days 02:00:00
2025-11-08 14:00:00,2025-11-08,14,2025-11-08 13:00:00,0.0,111.936,131.824,223.6,0.0,467.36,585.79,12.857,48.732,11.72,5.318,33.704,13.1,7.1,0.0,77,215,14.1,0 days 02:00:00
2025-11-08 16:00:00,2025-11-08,16,2025-11-08 15:00:00,0.0,107.712,127.6,229.2,0.0,464.512,591.79,14.292,51.388,13.44,6.504,34.177,11.1,0.0,0.0,84,168,5.2,0 days 02:00:00
2025-11-08 19:00:00,2025-11-08,19,2025-11-08 18:00:00,0.0,114.224,130.592,234.8,0.0,479.616,618.97,29.63,35.419,18.443,10.084,32.964,9.1,0.0,0.0,91,155,8.1,0 days 02:00:00
2025-11-08 21:00:00,2025-11-08,21,2025-11-08 20:00:00,0.0,109.472,125.136,236.0,0.0,470.608,675.57,39.25,18.901,22.621,15.132,33.648,6.8,0.0,0.0,96,138,4.8,0 days 02:00:00
2025-11-09 09:00:00,2025-11-09,9,2025-11-09 08:00:00,0.0,91.168,0.0,225.2,0.0,316.368,657.64,17.737,3.369,25.171,18.743,32.596,10.6,0.1,0.0,91,228,2.4,0 days 02:00:00
2025-11-09 14:00:00,2025-11-09,14,2025-11-09 13:00:00,0.0,113.872,0.0,222.8,12.4,349.072,585.66,17.737,40.155,19.064,13.19,33.86,15.2,0.0,0.0,65,210,8.3,0 days 02:00:00
2025-11-09 16:00:00,2025-11-09,16,2025-11-09 15:00:00,0.0,107.888,0.0,225.6,225.2,558.688,621.37,17.737,28.347,21.486,14.701,33.854,12.7,0.0,0.0,78,283,2.4,0 days 02:00:00
2025-11-09 23:00:00,2025-11-09,23,2025-11-09 22:00:00,0.0,110.704,0.0,225.6,244.8,581.104,692.11,17.737,2.264,21.753,20.381,32.564,10.1,0.1,0.0,95,77,4.1,0 days 02:00:00
2025-11-10 09:00:00,2025-11-10,9,2025-11-10 08:00:00,0.0,113.168,0.0,236.0,251.6,600.768,837.04,17.737,2.104,28.586,26.416,33.028,13.6,0.0,0.0,81,136,5.7,0 days 02:00:00
2025-11-10 14:00:00,2025-11-10,14,2025-11-10 13:00:00,0.0,112.992,0.0,234.8,251.6,599.392,620.18,17.737,26.531,21.628,14.98,33.596,14.9,0.0,0.0,65,309,2.3,0 days 03:00:00
2025-11-10 16:00:00,2025-11-10,16,2025-11-10 15:00:00,0.0,109.648,0.0,236.8,254.4,600.848,744.02,17.737,3.379,32.159,25.319,34.563,9.9,1.9,0.0,97,27,14.5,0 days 02:00:00
2025-11-11 09:00:00,2025-11-11,9,2025-11-11 08:00:00,0.0,116.16,120.736,235.6,249.6,722.096,590.79,17.737,32.32,4.967,4.536,32.373,8.3,0.0,0.0,80,53,7.7,0 days 02:00:00
2025-11-11 14:00:00,2025-11-11,14,2025-11-11 13:00:00,0.0,114.928,125.84,234.8,248.8,724.3679999999999,576.67,17.737,43.283,10.371,7.877,33.566,12.1,0.0,0.0,57,22,5.6,0 days 02:00:00
2025-11-11 16:00:00,2025-11-11,16,2025-11-11 15:00:00,0.0,111.408,121.616,235.6,249.2,717.8240000000001,566.85,17.737,55.65,12.094,8.389,32.851,9.9,0.0,0.0,64,65,12.3,0 days 02:00:00
2025-11-11 23:00:00,2025-11-11,23,2025-11-11 22:00:00,0.0,112.288,121.968,235.6,249.6,719.456,898.35,17.737,3.915,50.355,38.633,31.582,3.2,0.0,0.0,91,63,0.8,0 days 02:00:00
2025-11-12 05:00:00,2025-11-12,5,2025-11-12 04:00:00,0.0,117.568,120.384,235.2,246.8,719.952,586.16,17.737,15.654,14.219,12.268,30.815,1.2,0.0,0.0,99,146,0.6,0 days 02:00:00
2025-11-12 09:00:00,2025-11-12,9,2025-11-12 08:00:00,0.0,111.936,123.024,235.6,250.8,721.36,716.39,17.737,2.532,33.855,22.716,30.513,4.5,0.0,0.0,90,198,4.6,0 days 02:00:00
2025-11-12 12:00:00,2025-11-12,12,2025-11-12 11:00:00,0.0,113.52,124.256,233.2,249.2,720.1759999999999,795.19,17.737,5.861,64.068,42.823,31.847,11.1,0.0,0.0,57,228,4.3,0 days 02:00:00
2025-11-12 14:00:00,2025-11-12,14,2025-11-12 13:00:00,0.0,113.344,122.496,234.0,249.2,719.04,647.85,17.737,22.697,43.81,27.295,30.973,12.6,0.0,0.0,52,236,2.6,0 days 02:00:00
2025-11-12 16:00:00,2025-11-12,16,2025-11-12 15:00:00,0.0,110.88,127.072,236.8,247.6,722.352,626.13,17.737,23.637,38.319,17.515,34.292,9.2,0.0,0.0,65,112,1.0,0 days 02:00:00
2025-11-13 12:00:00,2025-11-13,12,2025-11-13 11:00:00,0.0,114.224,124.256,236.0,250.0,724.48,817.05,33.83,5.493,70.33,43.8,30.147,11.8,0.0,0.0,56,201,5.0,0 days 18:00:00
2025-11-13 16:00:00,2025-11-13,16,2025-11-13 15:00:00,0.0,111.056,118.448,236.8,247.6,713.904,623.86,43.873,23.279,36.018,18.516,31.757,9.8,0.0,0.0,70,131,1.9,0 days 02:00:00
2025-11-13 23:00:00,2025-11-13,23,2025-11-13 22:00:00,0.0,115.28,125.488,234.8,249.2,724.768,836.46,33.882,4.075,43.394,32.049,30.417,4.8,0.0,0.0,86,135,0.8,0 days 02:00:00
2025-11-14 01:00:00,2025-11-14,1,2025-11-14 00:00:00,0.0,1.76,121.616,237.2,251.6,612.176,799.48,28.462,3.193,37.019,27.336,30.531,2.8,0.0,0.0,94,172,1.3,0 days 02:00:00
2025-11-14 12:00:00,2025-11-14,12,2025-11-14 11:00:00,0.0,0.0,121.264,236.8,248.4,606.464,733.61,41.96,7.974,66.661,31.344,36.326,11.4,0.0,0.0,59,201,4.6,0 days 02:00:00
2025-11-14 15:00:00,2025-11-14,15,2025-11-14 14:00:00,0.0,0.0,122.848,236.0,251.2,610.048,859.59,23.462,45.198,13.074,7.57,34.917,9.6,0.0,0.0,74,135,3.8,0 days 02:00:00
2025-11-15 03:00:00,2025-11-15,3,2025-11-15 02:00:00,0.0,0.0,120.736,236.4,251.6,608.736,1409.345,27.465,2.414,42.546,33.297,30.097,1.6,0.0,0.0,94,176,2.5,0 days 04:00:00
2025-11-15 09:00:00,2025-11-15,9,2025-11-15 08:00:00,0.0,0.0,125.664,236.4,250.0,612.0640000000001,911.04,21.561,3.396,22.119,16.841,30.322,5.2,0.0,0.0,82,225,3.8,0 days 03:00:00
2025-11-15 22:00:00,2025-11-15,22,2025-11-15 21:00:00,0.0,0.0,117.92,236.4,249.2,603.52,1465.25,50.465,3.011,53.858,39.446,32.733,3.0,0.0,0.0,74,138,2.2,0 days 02:00:00
2025-11-16 15:00:00,2025-11-16,15,2025-11-16 14:00:00,0.0,0.0,112.64,235.2,250.0,597.8399999999999,894.69,37.749,26.48,29.046,22.2,32.941,10.9,0.0,0.0,47,128,3.2,0 days 02:00:00
2025-11-16 18:00:00,2025-11-16,18,2025-11-16 17:00:00,0.0,0.0,113.696,235.6,249.6,598.896,1107.24,70.091,7.108,78.342,43.234,34.932,5.1,0.0,0.0,69,142,3.2,0 days 02:00:00
2025-11-16 20:00:00,2025-11-16,20,2025-11-16 19:00:00,0.0,0.0,111.232,231.2,250.4,592.832,1989.37,62.081,6.043,101.543,73.486,32.909,5.0,0.0,0.0,75,158,3.3,0 days 02:00:00
2025-11-17 05:00:00,2025-11-17,5,2025-11-17 04:00:00,0.0,0.0,125.312,232.0,247.6,604.912,821.34,15.094,26.519,31.283,25.934,31.301,7.2,0.0,0.0,74,156,10.6,0 days 04:00:00
2025-11-18 00:00:00,2025-11-18,0,2025-11-17 23:00:00,0.0,0.0,127.072,232.4,251.6,611.072,988.525,17.422,51.837,16.414,8.388,34.531,10.1,0.0,0.0,89,141,12.4,0 days 03:00:00
2025-11-18 10:00:00,2025-11-18,10,2025-11-18 09:00:00,0.0,0.0,117.744,234.4,247.6,599.744,979.375,35.013,25.578,7.007,6.516,31.57,5.9,1.8,0.0,97,47,15.2,0 days 02:00:00
2025-11-19 12:00:00,2025-11-19,12,2025-11-19 11:00:00,0.0,0.0,113.696,232.0,248.4,594.096,1030.62,31.899,5.886,15.656,14.489,33.785,8.4,0.2,0.0,89,261,3.5,0 days 03:00:00
2025-11-19 16:00:00,2025-11-19,16,2025-11-19 15:00:00,0.0,0.0,115.456,232.8,246.4,594.6560000000001,1060.87,34.946,5.159,19.5,17.442,33.348,7.3,0.0,0.0,96,225,1.3,0 days 02:00:00
2025-11-20 14:00:00,2025-11-20,14,2025-11-20 13:00:00,0.0,0.0,116.688,234.8,247.6,599.088,890.9,23.7,37.242,14.669,6.578,2.039,13.1,0.0,0.0,72,165,13.8,0 days 02:00:00
2025-11-21 07:00:00,2025-11-21,7,2025-11-21 06:00:00,0.0,45.056,127.776,226.0,237.6,636.432,773.425,7.85,73.039,0.933,0.574,3.02,8.7,0.0,0.0,86,151,20.2,0 days 02:00:00
2025-11-22 19:00:00,2025-11-22,19,2025-11-22 18:00:00,0.0,111.232,121.44,235.6,256.4,724.672,830.965,34.454,41.935,2.949,2.71,1.592,6.1,0.6,0.0,93,72,0.6,0 days 02:00:00
2025-11-23 05:00:00,2025-11-23,5,2025-11-23 04:00:00,0.0,119.504,126.72,237.2,253.6,737.024,953.535,9.755,12.082,4.106,3.49,0.593,1.2,0.0,0.0,90,39,15.5,0 days 02:00:00
2025-11-23 10:00:00,2025-11-23,10,2025-11-23 09:00:00,0.0,119.504,128.128,231.6,255.6,734.832,943.065,12.447,14.752,6.142,5.251,0.981,3.0,0.0,0.0,80,43,12.0,0 days 02:00:00
2025-11-23 21:00:00,2025-11-23,21,2025-11-23 20:00:00,0.0,115.104,122.496,236.0,254.0,727.6,1144.39,29.455,8.488,25.116,20.058,1.642,2.2,0.0,0.0,94,17,5.1,0 days 03:00:00
2025-11-24 01:00:00,2025-11-24,1,2025-11-24 00:00:00,0.0,118.272,127.072,237.6,254.4,737.3439999999999,1221.37,26.724,2.407,35.789,29.283,1.249,1.1,0.0,0.0,98,194,3.0,0 days 02:00:00
2025-11-24 06:00:00,2025-11-24,6,2025-11-24 05:00:00,0.0,119.328,122.672,236.0,254.0,732.0,1290.26,16.746,6.176,29.741,26.388,0.389,-0.9,0.0,0.0,98,157,2.3,0 days 02:00:00
2025-11-24 11:00:00,2025-11-24,11,2025-11-24 10:00:00,0.0,118.448,122.496,235.6,255.2,731.7439999999999,866.785,26.049,33.99,9.329,6.001,1.384,8.1,0.0,0.0,57,221,20.7,0 days 02:00:00
2025-11-24 16:00:00,2025-11-24,16,2025-11-24 15:00:00,0.0,121.792,119.856,236.4,253.6,731.648,780.55,23.964,52.017,9.054,3.519,1.452,6.2,0.0,0.0,64,220,9.2,0 days 02:00:00
2025-11-25 07:00:00,2025-11-25,7,2025-11-25 06:00:00,0.0,120.032,125.84,236.0,248.8,730.672,745.475,5.841,66.986,2.312,1.963,3.144,6.2,0.0,0.0,69,147,18.0,0 days 02:00:00
2025-11-25 12:00:00,2025-11-25,12,2025-11-25 11:00:00,0.0,113.52,124.784,232.4,255.6,726.304,779.52,18.044,49.123,6.911,3.581,1.03,10.7,0.0,0.0,58,157,19.9,0 days 02:00:00
2025-11-25 17:00:00,2025-11-25,17,2025-11-25 16:00:00,0.0,118.272,128.304,234.0,253.6,734.176,788.0,17.574,52.268,7.155,3.924,4.865,8.4,0.0,0.0,74,164,23.5,0 days 02:00:00
2025-11-26 03:00:00,2025-11-26,3,2025-11-26 02:00:00,0.0,110.0,119.328,236.0,239.2,704.528,784.76,7.449,57.427,3.29,2.696,4.645,9.4,0.0,0.0,83,148,29.2,0 days 07:00:00
2025-11-26 06:00:00,2025-11-26,6,2025-11-26 05:00:00,0.0,117.216,122.32,230.4,236.4,706.336,761.865,5.684,61.082,2.112,1.72,5.306,9.4,0.2,0.0,86,156,25.1,0 days 02:00:00
2025-11-26 09:00:00,2025-11-26,9,2025-11-26 08:00:00,0.0,112.64,126.896,230.8,253.2,723.5360000000001,618.84,35.568,23.488,7.388,6.405,4.475,9.9,0.3,0.0,90,163,15.7,0 days 03:00:00
2025-11-26 11:00:00,2025-11-26,11,2025-11-26 10:00:00,0.0,112.288,124.432,231.6,250.0,718.3199999999999,1028.465,57.772,3.109,14.454,13.263,4.415,10.1,0.4,0.0,93,152,11.0,0 days 02:00:00
2025-11-26 17:00:00,2025-11-26,17,2025-11-26 16:00:00,0.0,112.288,124.256,234.0,254.0,724.544,953.275,49.111,20.946,8.706,7.967,3.355,8.1,0.1,0.0,90,127,3.9,0 days 02:00:00
2025-11-27 09:00:00,2025-11-27,9,2025-11-27 08:00:00,0.0,117.392,117.744,236.0,255.6,726.736,923.685,19.626,18.519,1.938,1.827,1.081,1.3,0.0,0.0,87,42,20.8,0 days 02:00:00
2025-11-27 19:00:00,2025-11-27,19,2025-11-27 18:00:00,0.0,117.568,126.896,234.8,255.2,734.4639999999999,1024.145,20.569,11.719,8.193,7.882,2.327,-0.2,0.1,0.0,87,47,17.2,0 days 02:00:00
